N,P,K,temperature,humidity,ph,rainfall,label
27.28,68.82,22.66,29.06,68.38,7.23,73.32,blackgram
35.41,139.17,200.42,22.56,92.53,6.19,110.05,apple
16.2,34.45,34.64,32.21,49.3,6.23,98.92,mango
73.48,91.04,48.16,27.7,81.85,5.78,108.3,banana
26.17,116.06,198.2,22.92,92.25,6.09,106.3,apple
134.71,53.17,22.73,23.33,82.01,6.99,73.11,cotton
93.38,54.26,38.02,23.3,86.26,6.07,203.99,rice
46.56,73.52,19.95,28.07,60.57,6.49,61.91,blackgram
108.88,35.49,51.95,28.34,92.68,6.12,24.67,muskmelon
87.23,33.67,53.17,24.57,88.39,6.46,49.07,watermelon
97.09,34.09,29.16,24.3,61.83,6.34,181.7,coffee
94.26,30.87,48.58,26.56,84.69,6.67,50.3,watermelon
82.62,46.29,43.2,23.62,77.02,5.79,171.52,jute
42.01,69.27,85.88,19.59,16.29,6.58,69.91,chickpea
71.92,42.73,42.61,23.35,76.19,6.36,178.05,jute
26.83,40.69,17.54,28.29,82.91,6.52,57.47,mungbean
12.37,126.56,203.52,23.8,82.3,6.34,65.98,grapes
87.73,40.9,38.24,25.76,75.71,5.73,160.27,jute
28.72,60.47,22.95,30.93,77.3,7.04,54.73,mungbean
33.78,146.3,199.45,20.94,91.8,6.15,109.87,apple
14.75,136.76,197.81,9.97,81.7,6.12,66.25,grapes
30.44,26.5,32.69,28.21,97.67,5.73,151.2,coconut
25.45,49.93,23.12,25.33,42.38,5.49,52.84,mothbeans
84.87,47.9,15.06,20.39,64.28,5.8,92.5,maize
23.23,24.05,30.77,29.52,97.99,5.89,144.61,coconut
20.52,13.78,42.45,21.2,88.91,6.42,106.25,pomegranate
72.86,49.55,39.44,23.71,74.65,5.77,188.57,jute
92.65,73.75,44.62,26.45,78.6,5.64,110.95,banana
33.41,82.0,20.49,23.21,34.51,5.91,183.12,pigeonpeas
49.58,78.8,21.27,27.36,64.36,6.87,75.34,blackgram
86.8,52.61,40.74,23.94,85.87,5.49,246.97,rice
36.42,72.1,24.45,19.63,44.76,5.29,171.64,pigeonpeas
20.25,15.59,34.56,37.53,52.01,7.12,99.41,mango
26.07,21.13,39.03,18.43,88.26,6.43,106.49,pomegranate
22.71,136.67,194.36,19.9,82.59,6.0,69.69,grapes
1.46,131.54,197.09,23.35,91.66,5.95,119.51,apple
56.85,72.76,20.06,33.38,61.22,6.25,54.11,blackgram
20.86,5.84,9.65,33.31,90.64,7.0,110.17,orange
76.92,48.87,20.62,26.05,64.52,6.35,92.6,maize
117.15,28.01,29.17,26.44,59.21,7.45,174.95,coffee
101.43,29.32,52.4,29.09,92.29,6.46,30.87,muskmelon
25.5,78.72,20.58,19.37,22.0,5.8,95.49,kidneybeans
17.63,121.49,198.94,31.79,83.12,6.39,67.25,grapes
18.22,74.83,21.66,36.72,41.22,5.51,156.94,pigeonpeas
90.33,25.74,29.35,27.0,63.48,6.85,174.96,coffee
22.56,18.21,11.59,23.27,94.11,6.94,104.19,orange
106.42,76.06,48.79,26.49,79.9,6.19,94.93,banana
27.51,31.03,33.94,33.36,49.16,5.75,93.63,mango
13.88,137.58,197.12,25.32,82.4,5.8,69.21,grapes
26.87,70.0,26.23,23.17,64.21,6.29,50.36,lentil
